t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
3.0539,0.0986,-0.3049,-1.0095,3.969,-6.000,-1.634,26.03
3.0670,0.0981,-0.3010,-1.0083,2.275,-2.366,-1.427,26.18
3.0768,0.1001,-0.3037,-1.0112,1.947,-2.252,-0.901,26.37
3.0840,0.0952,-0.3032,-1.0061,2.496,-2.779,-1.359,26.32
3.0965,0.1016,-0.3074,-1.0029,2.000,-2.847,-1.321,26.27
3.1031,0.0977,-0.3035,-1.0129,1.137,-1.229,-0.855,26.37
3.1165,0.1025,-0.3032,-1.0017,1.908,-2.740,-1.130,26.03
3.1250,0.1050,-0.3037,-1.0137,2.282,-2.733,-1.305,25.98
3.1381,0.0974,-0.3066,-1.0059,1.992,-2.687,-0.687,25.84
3.1462,0.0994,-0.3093,-1.0022,0.664,-0.458,-0.504,26.03
3.1529,0.0981,-0.3081,-1.0107,1.420,-0.771,-0.824,26.27
3.1649,0.0945,-0.3098,-1.0071,2.023,-2.824,-1.176,26.46
3.1725,0.0967,-0.3049,-1.0107,2.198,-2.626,-1.443,26.46
3.1855,0.1016,-0.3057,-1.0002,2.252,-2.382,-1.244,26.03
3.1954,0.0957,-0.3066,-1.0105,2.351,-2.954,-1.221,25.84
3.2027,0.0957,-0.3074,-1.0090,2.374,-3.183,-1.435,26.32
3.2127,0.1006,-0.3059,-1.0063,2.221,-3.076,-1.366,26.32
3.2284,0.0986,-0.3064,-1.0105,2.061,-2.214,-1.527,26.51
3.2348,0.0984,-0.3091,-1.0039,1.092,-0.710,-1.298,25.65
3.2428,0.0923,-0.3083,-1.0042,2.183,-2.885,-1.374,25.98
3.2546,0.0994,-0.3062,-1.0044,2.328,-2.656,-1.573,26.03
3.2693,0.0991,-0.3076,-1.0078,1.870,-2.634,-1.656,26.27
3.2732,0.1025,-0.3040,-1.0012,1.084,-0.725,-1.374,26.03
3.2893,0.0996,-0.3062,-1.0005,2.252,-2.389,-1.359,26.32
3.2967,0.0999,-0.3103,-1.0095,2.672,-2.931,-1.901,26.46
3.3063,0.0984,-0.3074,-1.0066,2.473,-3.313,-1.611,26.32
3.3142,0.0994,-0.3071,-1.0100,2.237,-2.832,-1.351,26.18
3.3309,0.1052,-0.3032,-1.0071,1.992,-2.214,-1.267,26.46
3.3332,0.0962,-0.3069,-1.0002,-2.443,7.176,0.092,26.18
